contract_id,target_local_start_timestamp,target_local_end_timestamp,tariff_name,charge_type,price
04_02_111_CHR60,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,EctoGrid,sell,0.0971
04_02_111_CHR60,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,SState,sell,0.1109
04_02_111_CHR60,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0807
04_02_111_CHR12,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Eco Electric,buy,0.1662
04_02_111_CHR12,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,Electric Pro,buy,0.203
04_02_111_CHR12,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,Electric Pro,buy,0.2192
04_02_111_CHR12,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,Digital Electric,buy,0.3109
04_02_111_CHR12,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,Electric Loyalty,buy,0.392
04_02_111_CHR12,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,Eco Electric,buy,0.2252
04_02_111_CHR12,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,OpCom,sell,0.0786
04_02_111_CHR12,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,SState,sell,0.0664
04_02_111_CHR12,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.047
04_02_111_CHR36,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,Business Electric,buy,0.1677
04_02_111_CHR36,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1947
04_02_111_CHR36,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,EctoGrid,sell,0.0723
04_02_111_CHR36,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0769
04_02_111_CHR46,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Loyalty,buy,0.3724
04_02_111_CHR46,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,Electric Optim,buy,0.1966
04_02_111_CHR46,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,Electric Pro,buy,0.2053
04_02_111_CHR46,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,Eco Electric,buy,0.1572
04_02_111_CHR46,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,Digital Electric,buy,0.1643
04_02_111_CHR46,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,Eco Electric,buy,0.2104
04_02_111_CHR46,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,Eco Electric,buy,0.1972
04_02_111_CHR46,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,SState,sell,0.0533
04_02_111_CHR46,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,SState,sell,0.0503
04_02_111_CHR46,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,OpCom,sell,0.1208
04_02_111_CHR46,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,OpCom,sell,0.0694
04_02_111_CHR46,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,OpCom,sell,0.0756
04_02_111_CHR46,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0823
04_02_111_CHR49,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Pro,buy,0.1499
04_02_111_CHR49,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,Business Electric,buy,0.3651
04_02_111_CHR49,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,Electric Optim,buy,0.1655
04_02_111_CHR49,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,Electric Constant,buy,0.138
04_02_111_CHR49,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1647
04_02_111_CHR49,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,SState,sell,0.0427
04_02_111_CHR49,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,OpCom,sell,0.0652
04_02_111_CHR49,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,EctoGrid,sell,0.0789
04_02_111_CHR49,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,SState,sell,0.0719
04_02_111_CHR49,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,OpCom,sell,0.0546
04_02_111_CHR49,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0954
04_02_111_CHR55,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Eco Electric,buy,0.1621
04_02_111_CHR55,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,Electric Optim,buy,0.2101
04_02_111_CHR55,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,Electric Constant,buy,0.1
04_02_111_CHR55,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,Eco Electric,buy,0.2398
04_02_111_CHR55,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.1973
04_02_111_CHR55,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,OpCom,sell,0.098
04_02_111_CHR55,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,OpCom,sell,0.1066
04_02_111_CHR55,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,SState,sell,0.1063
04_02_111_CHR55,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,SState,sell,0.0932
04_02_111_CHR55,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,SState,sell,0.0736
04_02_111_CHR55,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,OpCom,sell,0.0723
04_02_111_CHR55,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,EctoGrid,sell,0.0915
04_02_111_CHR55,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0841
04_02_111_CHR15,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.1913
04_02_111_CHR15,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,SState,sell,0.0305
04_02_111_CHR15,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,OpCom,sell,0.0807
04_02_111_CHR15,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,OpCom,sell,0.05
04_02_111_CHR15,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,SState,sell,0.0905
04_02_111_CHR15,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,SState,sell,0.0649
04_02_111_CHR15,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0941
04_02_111_CHR34,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Constant,buy,0.1782
04_02_111_CHR34,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Digital Electric,buy,0.2248
04_02_111_CHR34,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Electric Optim,buy,0.3329
04_02_111_CHR34,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Business Electric,buy,0.3553
04_02_111_CHR34,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,OpCom,sell,0.097
04_02_111_CHR34,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,OpCom,sell,0.0919
04_02_111_CHR34,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0589
04_02_111_CHR33,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1
04_02_111_CHR33,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,OpCom,sell,0.0873
04_02_111_CHR33,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,OpCom,sell,0.0599
04_02_111_CHR33,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,EctoGrid,sell,0.071
04_02_111_CHR33,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,EctoGrid,sell,0.0643
04_02_111_CHR33,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,SState,sell,0.0532
04_02_111_CHR33,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0649
04_02_111_CHR29,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,Business Electric,buy,0.1487
04_02_111_CHR29,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,Digital Electric,buy,0.1765
04_02_111_CHR29,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,Digital Electric,buy,0.1598
04_02_111_CHR29,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,Electric Optim,buy,0.1319
04_02_111_CHR29,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,Eco Electric,buy,0.1613
04_02_111_CHR29,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,Electric Loyalty,buy,0.3843
04_02_111_CHR29,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,Electric Constant,buy,0.269
04_02_111_CHR29,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.1542
04_02_111_CHR29,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,OpCom,sell,0.0742
04_02_111_CHR29,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0899
04_02_111_CHR03,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Optim,buy,0.1729
04_02_111_CHR03,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Electric Constant,buy,0.1563
04_02_111_CHR03,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Business Electric,buy,0.3861
04_02_111_CHR03,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.1469
04_02_111_CHR03,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,EctoGrid,sell,0.1088
04_02_111_CHR03,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,OpCom,sell,0.1183
04_02_111_CHR03,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,OpCom,sell,0.096
04_02_111_CHR03,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,OpCom,sell,0.1313
04_02_111_CHR03,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,EctoGrid,sell,0.0901
04_02_111_CHR03,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,EctoGrid,sell,0.0453
04_02_111_CHR03,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0804
10_01_147_CHR24,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Business Electric,buy,0.237
10_01_147_CHR24,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Electric Constant,buy,0.2155
10_01_147_CHR24,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Electric Constant,buy,0.156
10_01_147_CHR24,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Constant,buy,0.2072
10_01_147_CHR24,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,EctoGrid,sell,0.0658
10_01_147_CHR24,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,SState,sell,0.0333
10_01_147_CHR24,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,OpCom,sell,0.0973
10_01_147_CHR24,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,OpCom,sell,0.0801
10_01_147_CHR24,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,SState,sell,0.0593
10_01_147_CHR24,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,OpCom,sell,0.111
10_01_147_CHR24,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,OpCom,sell,0.0748
10_01_147_CHR24,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0827
04_02_111_CHR56,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Constant,buy,0.1234
04_02_111_CHR56,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,Electric Optim,buy,0.2264
04_02_111_CHR56,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,Electric Optim,buy,0.1894
04_02_111_CHR56,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,Electric Optim,buy,0.1383
04_02_111_CHR56,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,Business Electric,buy,0.3907
04_02_111_CHR56,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,OpCom,sell,0.0736
04_02_111_CHR56,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.1011
04_02_111_CHR22,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,Electric Pro,buy,0.1418
04_02_111_CHR22,2023-02-16T00:00:00.000Z,2024-05-19T00:00:00.000Z,Electric Constant,buy,0.2486
04_02_111_CHR22,2024-05-19T00:00:00.000Z,2024-08-31T00:00:00.000Z,Business Electric,buy,0.1251
04_02_111_CHR22,2024-08-31T00:00:00.000Z,2024-10-09T00:00:00.000Z,Electric Optim,buy,0.1569
04_02_111_CHR22,2024-10-09T00:00:00.000Z,2024-11-09T00:00:00.000Z,Electric Constant,buy,0.1419
04_02_111_CHR22,2024-11-09T00:00:00.000Z,2024-12-11T00:00:00.000Z,Electric Optim,buy,0.2414
04_02_111_CHR22,2024-12-11T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Loyalty,buy,0.4076
04_02_111_CHR22,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,EctoGrid,sell,0.1165
04_02_111_CHR22,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,OpCom,sell,0.1209
04_02_111_CHR22,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,EctoGrid,sell,0.0502
04_02_111_CHR22,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0421
