contract_id,target_local_start_timestamp,target_local_end_timestamp,tariff_name,charge_type,price
10_01_147_CHR31,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,EctoGrid,sell,0.0813
10_01_147_CHR31,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,OpCom,sell,0.0672
10_01_147_CHR31,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,OpCom,sell,0.068
10_01_147_CHR31,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,SState,sell,0.0617
10_01_147_CHR31,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0552
04_02_111_CHR52,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Constant,buy,0.1974
04_02_111_CHR52,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,SState,sell,0.0828
04_02_111_CHR52,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,OpCom,sell,0.072
04_02_111_CHR52,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0826
04_02_111_CHR48,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Constant,buy,0.1371
04_02_111_CHR48,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Electric Optim,buy,0.1996
04_02_111_CHR48,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Electric Optim,buy,0.1375
04_02_111_CHR48,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.2229
04_02_111_CHR48,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,OpCom,sell,0.1239
04_02_111_CHR48,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,OpCom,sell,0.0973
04_02_111_CHR48,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,SState,sell,0.0958
04_02_111_CHR48,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0666
04_02_111_CHR26,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,Electric Optim,buy,0.1807
04_02_111_CHR26,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,Digital Electric,buy,0.1824
04_02_111_CHR26,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,Electric Optim,buy,0.1667
04_02_111_CHR26,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,Electric Optim,buy,0.2072
04_02_111_CHR26,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,Business Electric,buy,0.3957
04_02_111_CHR26,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,Eco Electric,buy,0.2416
04_02_111_CHR26,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,Eco Electric,buy,0.1901
04_02_111_CHR26,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,Digital Electric,buy,0.1743
04_02_111_CHR26,2022-12-01T00:00:00.000Z,2023-02-12T00:00:00.000Z,OpCom,sell,0.052
04_02_111_CHR26,2023-02-12T00:00:00.000Z,2024-05-01T00:00:00.000Z,OpCom,sell,0.0798
04_02_111_CHR26,2024-05-01T00:00:00.000Z,2024-08-10T00:00:00.000Z,SState,sell,0.1015
04_02_111_CHR26,2024-08-10T00:00:00.000Z,2024-09-18T00:00:00.000Z,SState,sell,0.0547
04_02_111_CHR26,2024-09-18T00:00:00.000Z,2024-10-18T00:00:00.000Z,SState,sell,0.0684
04_02_111_CHR26,2024-10-18T00:00:00.000Z,2024-11-19T00:00:00.000Z,OpCom,sell,0.076
04_02_111_CHR26,2024-11-19T00:00:00.000Z,2024-12-09T00:00:00.000Z,SState,sell,0.0895
04_02_111_CHR26,2024-12-09T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0842
04_02_111_CHR18,2022-12-01T00:00:00.000Z,2023-06-12T00:00:00.000Z,Electric Loyalty,buy,0.4183
04_02_111_CHR18,2023-06-12T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Pro,buy,0.2171
04_02_111_CHR18,2022-12-01T00:00:00.000Z,2023-02-16T00:00:00.000Z,EctoGrid,sell,0.0951
04_02_111_CHR18,2023-02-16T00:00:00.000Z,2024-06-04T00:00:00.000Z,SState,sell,0.0578
04_02_111_CHR18,2024-06-04T00:00:00.000Z,2024-09-19T00:00:00.000Z,OpCom,sell,0.0671
04_02_111_CHR18,2024-09-19T00:00:00.000Z,2024-10-29T00:00:00.000Z,SState,sell,0.0888
04_02_111_CHR18,2024-10-29T00:00:00.000Z,2024-11-29T00:00:00.000Z,OpCom,sell,0.0663
04_02_111_CHR18,2024-11-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,SState,sell,0.0973
04_02_111_CHR01,2022-12-01T00:00:00.000Z,2023-03-15T00:00:00.000Z,Electric Optim,buy,0.2286
04_02_111_CHR01,2023-03-15T00:00:00.000Z,2024-08-25T00:00:00.000Z,Eco Electric,buy,0.2229
04_02_111_CHR01,2024-08-25T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Constant,buy,0.2463
04_02_111_CHR01,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,SState,sell,0.0907
04_02_111_CHR01,2023-03-03T00:00:00.000Z,2024-07-01T00:00:00.000Z,EctoGrid,sell,0.0837
04_02_111_CHR01,2024-07-01T00:00:00.000Z,2024-10-20T00:00:00.000Z,OpCom,sell,0.1035
04_02_111_CHR01,2024-10-20T00:00:00.000Z,2024-11-30T00:00:00.000Z,SState,sell,0.0751
04_02_111_CHR01,2024-11-30T00:00:00.000Z,2025-01-01T00:00:00.000Z,OpCom,sell,0.0682
01_01_155_CHR99,2022-12-01T00:00:00.000Z,2023-03-03T00:00:00.000Z,Electric Optim,buy,0.2282
01_01_155_CHR99,2023-03-03T00:00:00.000Z,2024-07-29T00:00:00.000Z,Electric Loyalty,buy,0.3922
01_01_155_CHR99,2024-07-29T00:00:00.000Z,2024-11-18T00:00:00.000Z,Electric Loyalty,buy,0.3784
01_01_155_CHR99,2024-11-18T00:00:00.000Z,2025-01-01T00:00:00.000Z,Electric Optim,buy,0.1
01_01_155_CHR99,2022-12-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,EctoGrid,sell,0.0683
